date,r_coffee_total_consumption_usda,r_BRA_NGDP_RPCH,r_BRA_PCPI,r_BRA_TMG_RPCH,r_BRA_TXG_RPCH,r_CHN_NGDP_RPCH,r_CHN_PCPI,r_CHN_PPPEX,r_COL_NGDP_RPCH,r_COL_PCPI,r_COL_PPPEX,r_COL_TMG_RPCH,r_COL_TXG_RPCH,r_DEU_NGDP_RPCH,r_DEU_PCPI,r_DEU_PPPEX,r_DEU_TMG_RPCH,r_DEU_TXG_RPCH,r_FRA_NGDP_RPCH,r_FRA_PCPI,r_FRA_PPPEX,r_FRA_TMG_RPCH,r_FRA_TXG_RPCH,r_ITA_NGDP_RPCH,r_ITA_PCPI,r_ITA_PPPEX,r_ITA_TMG_RPCH,r_ITA_TXG_RPCH,r_JPN_NGDP_RPCH,r_JPN_PCPI,r_JPN_PPPEX,r_JPN_TMG_RPCH,r_JPN_TXG_RPCH,r_NLD_NGDP_RPCH,r_NLD_PCPI,r_NLD_PPPEX,r_NLD_TMG_RPCH,r_NLD_TXG_RPCH,r_USA_NGDP_RPCH,r_USA_PCPI,r_USA_TMG_RPCH,r_USA_TXG_RPCH,r_VNM_NGDP_RPCH,r_VNM_PCPI,r_VNM_PPPEX,r_VNM_TMG_RPCH,r_VNM_TXG_RPCH,annual_return
1991-12-31,0.060490592998333,-1.2473608445297504,4.327724704646819,0.1655426118945433,-1.4498634412797502,1.3137860082304529,0.0340029592533577,0.0292056074766355,-0.4460532461466604,0.3031852717708942,0.2194691203221306,-1.4715079589337854,-0.4277506309402352,-0.1244102743316442,0.0347366583620292,0.1079754601226994,0.2335888624548419,1.175196065399442,-0.6249569114098585,0.0340600287014138,-0.0084566596194503,-0.3329969727547931,0.149658536585366,-0.2739656912209889,0.0621455760118077,0.0401284109149278,-0.2318516149664213,-0.8877172983756055,-0.3016554261189454,0.0327270698504797,-0.0043913321276571,-0.5639909125331314,-0.5877315275841466,-0.4133556725706079,0.0317332368230571,-0.0023724792408066,0.0783805345033905,-0.0920901167571124,-1.0572640509013786,0.0421635108451072,-0.844253859348199,-0.2159449048675149,0.1509807806617793,0.8181961113149205,0.671411292852276,-0.7097225528159815,0.0010736855021782,0.0049326275264676145
1992-12-31,4.4913541432656245e-05,-1.4529582929194955,9.519561181665242,-1.2324039978958443,3.1199768719283023,0.587038683859493,0.0639808470238587,0.0550510783200908,0.8351602023608768,0.2702096647606233,0.2028095582910933,-5.92409109069117,-0.2511025616965375,-0.6168429455198563,0.0504554795570959,0.0299003322259137,-0.9190714285714284,-1.0653874358347593,0.3694852941176469,0.0245375223303263,-0.0021321961620467,-0.7122541603630863,-0.1773591310251188,-0.4975677553856845,0.049824471586338,0.021604938271605,-0.2160699417152373,11.294416243654824,-0.7518290898448932,0.0172657828487461,-0.0059878936863344,6.27181936604429,5.156521739130435,-0.3516931864545084,0.028397404212574,0.0023781212841855,-0.6269650453116331,-0.5647527621807644,-33.61111111111111,0.0304111862639258,19.762114537444933,0.1201429209468514,0.4976760199690133,0.3770213011270287,0.2960980170164553,-0.9,0.5739895198112339,0.1057105231653297
1993-12-31,-0.0308542171921315,-10.989293361884368,19.273808363449664,-14.386600271616116,-0.1211143077678759,-0.0278770049730335,0.1476308710945582,0.1247982786444326,0.3117390305536411,0.2245564480536674,0.2103651439625624,0.8217038539553754,0.4816439042726474,-1.5088541666666666,0.0447617379117029,0.01505376344086,-9.095322153574582,5.147663551401869,-1.4543624161073825,0.0223359031630521,-0.0064102564102563,-5.784437434279706,-0.9717350938724983,-2.1549100968188104,0.0449866764198756,0.0151057401812688,-3.82793414763675,0.7582576383154416,-1.6108490566037736,0.012543679833459,-0.0176013568966461,-0.8298202663163552,-1.180947897049592,-0.2045311516677155,0.016450122484418,-0.0083036773428232,-0.661378284581061,0.7923429047024555,-0.21862578080636,0.0296989480286227,0.0614258434118397,-0.5679160021265285,-0.0714942528735632,0.0837921001402466,0.1469101013869824,11.9236,-0.555427926173974,0.04850584668687752
1994-12-31,0.062514481671996,0.1434083601286173,20.75826907120918,-0.0169422745257178,-0.387624750499002,-0.0612436054470783,0.2426530244298206,0.178861788617886,-0.0985989492119089,0.2285014056080156,0.2299048004323938,-0.5253089856363434,0.3150951374207189,-3.4554759467758447,0.0271792291998547,-0.0010593220338983,-1.9410161360662888,-2.442991790817878,-4.4903988183161,0.0166607935724858,-0.0118279569892473,-3.4061538461538463,71.56934306569343,-3.4838323353293412,0.0416666666666667,0.0148809523809523,-2.1414084507042253,0.4483973230010569,-2.691119691119691,0.0069021944362859,-0.0187521233284879,3.547719298245614,-1.6799653078924544,1.380537974683544,0.021171768940954,0.0,14.52269399707174,1.2502902252147663,0.4640261627906978,0.0259560477591278,0.3346326836581708,1.9440172254690864,0.0935875216637782,0.0948508961681087,0.1451202891001966,-0.4373549165867095,0.1786730895555068,-0.08384964890541102
1995-12-31,-0.017533147243545,-0.1719160104986876,0.6600803958921819,0.3351221190230478,0.3591916558018253,-0.1581088341392279,0.1675764885108543,0.1127789046653144,0.010685836409559,0.2088247374288565,0.1641067533721025,-0.6304653781197223,-1.3503311684136068,-0.3576490204251772,0.0173180785503421,-0.0010604453870625,-0.156992237284208,-0.2644332069110831,-0.0435886584849768,0.0176910172334909,-0.0108813928182807,-0.2255206430398247,-0.0036210018105008,0.2936354869816779,0.0538720000000001,0.0483870967741935,-0.0473017439947351,0.1168125810635536,2.0034246575342465,-0.0008855089071777,-0.0256660574620004,0.0940513849240027,1.1116071428571428,-0.0784313725490195,0.0134882817751353,-0.0035885167464114,0.111771363893605,0.1342344201403218,-0.3338297344254156,0.0280519480519481,-0.3254699318505205,0.2172186814334971,0.0799184967172288,0.1692451532097307,0.1463655150840739,-0.1296586627059438,-0.4994241129481701,-0.04463480613165005
1996-12-31,0.0676107608985172,-0.4998868009961512,0.1575743609672473,-0.8425486962795012,-0.7373621103117507,-0.0955419819491293,0.082992901411951,0.047028800583303,-0.6047673971549403,0.20803805455781,0.1476654777896151,-0.8236638314078963,-0.7997430249632893,-0.4704737183646982,0.0127440492110191,-0.0127388535031846,-0.4245464540956569,-0.1367802921798911,-0.3986725663716813,0.0208029644564935,-0.0044004400440044,-0.9321853992216064,-0.6959418534221684,-0.5277674245247856,0.0398530371809859,0.0265734265734265,-1.107590018133149,-0.8191188212237788,0.1911820600532117,0.0013867890099577,-0.0223576288563706,-0.1175599435825105,-0.1283600120809422,0.2600072124053372,0.01445836403832,-0.0084033613445377,-0.5652837872232122,-0.7011734740289275,0.4053651266766018,0.0293667928837206,0.0409681358943043,-0.2371673819742489,-0.020964360587002,0.0559285466423258,0.0674218170220171,-0.3824542552855292,1.684925406368292,0.03964134025483723
1997-12-31,0.0129735124121586,0.5368945224083295,0.0692575887888704,1.762232040582556,3.12600438276114,-0.0679366999294425,0.0278821605805914,-0.0010445682451252,0.6682879377431907,0.184747669559627,0.1485998074823578,12.399568034557234,-6.129239230064162,1.1875,0.0150792917222346,-0.0139784946236559,1.2889897301170286,0.9538742326198772,0.7181751287711553,0.0126651541438675,-0.0077348066298342,12.549565217391306,3.373837981407702,0.4443567482241517,0.0184839105296967,0.0081743869209809,-9.83868378812199,0.5136436597110754,-0.686981493299298,0.0169932734959079,-0.0119945658002932,-0.9269559657955726,3.021136521136521,0.2386949055523755,0.0185672153535469,0.0096852300242131,0.9344262295081972,1.693759512937595,0.1789501590668081,0.0233778321794233,0.5367960750853245,0.6299088556318215,-0.1271948608137045,0.0309481625421499,0.047909366050153,-1.1711785476690038,-0.3245977774091889,0.13084430322287788
1998-12-31,0.033619309552153,-0.9004418262150221,0.0319622786934774,-0.8484597156398104,-0.6720368239355581,-0.150427165567211,-0.0077442580861216,-0.021261763680725,-0.8338192419825073,0.1864952858983923,0.1349600123687575,-0.9396625832796044,0.196926375982845,0.1316526610644257,0.0059577235772356,-0.0043620501635769,0.0894198664440735,-0.397078804347826,0.5408993576017129,0.0067607638477047,-0.0022271714922048,0.5324091900911307,-0.3424168817367542,-0.0103825136612022,0.0203130823704809,0.0121621621621621,-0.2110233360573867,-0.3263520678685048,-2.2945973496432215,0.0065219617077916,-0.0113923516250232,-9.274617067833695,-1.1747522619560535,0.0785582255083179,0.0178436434694548,0.0083932853717025,-0.1927966101694916,-0.2020567295739631,0.0076456037778276,0.0154679956393084,-0.1776667360677354,-0.8497756299620297,-0.2928115799803729,0.081104304681653,0.0762576503597629,-1.2576980568011955,-1.16560248853962,-0.054992473657802354
1999-12-31,0.0221604447974583,0.3846153846153846,0.0485850280833384,-6.548475371383894,1.2280701754385968,-0.0224032586558045,-0.0139922093628271,-0.0267094017094016,-8.375438596491229,0.1087608975275118,0.1105741247569629,-22.098842386464824,-0.8250223947447,-0.0658415841584157,0.0064655451101083,-0.0098576122672507,-0.1889665740829422,-0.2264788732394366,-0.085047248471373,0.0057597654204628,-0.0111607142857143,-0.4058128821509339,-0.4694678517834468,-0.1021535063500829,0.0165086055497014,0.0013351134846462,-0.3351363793301876,-0.996064541519087,-0.737007874015748,-0.0034687255231062,-0.0261340621263513,-1.7481158270527568,-2.7342209072978303,0.0779777206512424,0.0203615470852018,-0.0011890606420927,0.1222347206599174,0.2239059623282819,0.0700736442758314,0.0219314389477816,0.0865051903114186,0.9195772058823526,-0.1718993928881179,0.0410865830833524,0.0426583324074834,-7.354988399071925,-4.654720711814138,0.08176701709673995
2000-12-31,-0.0058279586603465,8.376068376068375,0.0704392414759522,-1.923765236384133,0.3101150817686249,0.1031249999999999,0.003565519995436,-0.0014635931211123,-1.695765937202664,0.0921887084300077,0.0869097964656784,-1.4666160209335697,-2.5486348122866893,0.5389507154213036,0.0141328228386419,-0.0276548672566372,0.3799008030231461,1.6207210487982522,0.2503037667071688,0.0181434818825489,-0.0079006772009029,1.38173104031576,1.7828546562228025,1.3290282902829031,0.0258051140290256,-0.004,1.1251514626969017,1241.1,-9.278443113772456,-0.0068697303145988,-0.0352230017539463,1.6118769883351003,2.856696047767984,-0.1655405405405405,0.023471083460371,0.0119047619047618,0.410179307272525,0.64302244850729,-0.1497393117831074,0.0336709027932022,0.0067578064315674,1.376586066554944,0.4216589861751152,-0.0176823336740096,0.0111791631147846,-1.59802847754655,-1.125515655643471,0.07548836752724064
